color1,color2,color3,class
#bfa682,#846b3f,#373813,guacamole
#ad8838,#e8c26c,#4e2f10,guacamole
#bc7013,#472609,#f8edc2,guacamole
#6c5330,#1f281f,#baa16d,guacamole
#8d5818,#2b1507,#d7a846,guacamole
#657350,#333618,#bfd4e3,guacamole
#a6b17b,#0d1026,#736f5a,guacamole
#747041,#151413,#a4b774,guacamole
#b8b54f,#8c8945,#554e22,guacamole
#2c2c1a,#a8ad94,#66663a,guacamole
#2c2927,#74685a,#b5b2ab,guacamole
#a8b2a9,#49321b,#6e6f55,guacamole
#a9977a,#403023,#e1d1bf,guacamole
#b5b699,#6c5c21,#929053,guacamole
#3b3f31,#9fbe94,#867e40,guacamole
#997c39,#392f19,#d8c3a8,guacamole
#10141a,#b0b1bf,#795c4e,guacamole
#c8beab,#908b33,#3b3724,guacamole
#743127,#d4b1ca,#a66b68,guacamole
#d4a24c,#5e4810,#a46322,guacamole
#7d7726,#161205,#b3be63,guacamole
#43413f,#cbb480,#967443,guacamole
#261a0e,#dfc94b,#8b6113,guacamole
#9e9567,#211516,#8b3615,guacamole
#696f5e,#d7ee97,#2f2825,guacamole
#565421,#a2af24,#130f05,guacamole
#635a39,#92b170,#181310,guacamole
#48391f,#d0c16b,#948749,guacamole
#6c7c4c,#13120f,#b1ca7c,guacamole
#ca8d2b,#e7dcb6,#501f0d,guacamole
#59473c,#e0dae0,#a58279,guacamole
#3d081c,#92491e,#ce9038,guacamole
#ebefed,#9c7a57,#73190e,guacamole
#221e1a,#d0cbc8,#7c6851,guacamole
#1d1409,#77601d,#b3a24f,guacamole
#bfa88a,#875824,#2d180f,guacamole
#262616,#b6d551,#748c34,guacamole
#907b46,#100f0d,#e6e8d9,guacamole
#29251d,#e0df97,#90944c,guacamole
#ad9c64,#31271e,#e2e7db,guacamole
#b98a1d,#3c1d06,#edd888,guacamole
#dab478,#07070c,#826a53,guacamole
#492f2c,#dde1ab,#8d7c6f,guacamole
#e0e1db,#2a1f12,#776c55,guacamole
#858c8b,#0c151e,#59674b,guacamole
#dddde9,#2a2421,#8e7175,guacamole
#c75032,#5d1d16,#bd95ae,guacamole
#664a2c,#3a2b18,#1a130f,guacamole
#763f23,#a39471,#c7c8c4,guacamole
#a4af53,#242513,#737927,guacamole
#150803,#4e270a,#c0c069,guacamole
#a6673e,#522417,#d29878,guacamole
#453a44,#c2712c,#c0b497,guacamole
#cec7be,#1f120c,#928e69,guacamole
#8c884e,#4c4e20,#b2bc8c,guacamole
#c0c4dc,#433422,#978e3f,guacamole
#6b6545,#20211b,#c1c6bb,guacamole
#77754b,#1b1b16,#b6b59b,guacamole
#7c7455,#2f281b,#c7c7c2,guacamole
#a67c62,#b9acd9,#5b463d,guacamole
#dbab99,#351718,#bc452e,guacamole
#252539,#b4c3ed,#927c6c,guacamole
#3c3a45,#080911,#715e70,guacamole
#402d17,#9b7a48,#ccc5b2,guacamole
#878b70,#b7bad3,#594a27,guacamole
#463d22,#d0c8b9,#a0864b,guacamole
#231316,#9f8d76,#74472b,guacamole
#a57153,#dcbc9d,#2f1b21,guacamole
#838751,#d9d2be,#3e4220,guacamole
#4d4924,#898543,#b9ba74,guacamole
#4a2e19,#b6995d,#d6d7c6,guacamole
#a8b07f,#131005,#767e54,guacamole
#3e3125,#bcbbc5,#90632e,guacamole
#94814b,#dfd5aa,#2b2614,guacamole
#312718,#817864,#bccad8,guacamole
#ddd0b6,#301f1c,#8b734b,guacamole
#473d2e,#e8d9e0,#9e8275,guacamole
#413c2c,#e4dcc1,#88a34b,guacamole
#d8c9b3,#402e24,#9c875d,guacamole
#5f3616,#130c06,#8b8b4e,guacamole
#2f180c,#d6cdbd,#7c6031,guacamole
#bf9840,#dde1da,#302c23,guacamole
#7b783c,#25220e,#b9b579,guacamole
#989ea3,#252334,#657381,guacamole
#d0c8bd,#9a7b58,#452e16,guacamole
#999d3c,#bac2c1,#5f4c25,guacamole
#c5af72,#28292a,#6f7453,guacamole
#8d4f39,#3c2520,#c37f50,guacamole
#201412,#d7d5c5,#854845,guacamole
#ac5e16,#3b200c,#f3ad23,guacamole
#271b0a,#808176,#594526,guacamole
#abc4af,#889887,#545448,guacamole
#2a1b11,#a1a08a,#7d623c,guacamole
#1f2125,#eaca82,#b27916,guacamole
#524d22,#dcd8c5,#baa443,guacamole
#869811,#cace98,#3d510a,guacamole
#a4a619,#b5c78a,#261b06,guacamole
#88846f,#3e3e2a,#c8cbce,guacamole
#461d09,#e7d9bc,#a85d15,guacamole
#eceaf6,#4a362d,#a58a81,guacamole
#2b2415,#605543,#8c7e77,guacamole
#ead9c4,#573116,#c88c52,guacamole
#7bb25f,#5c6a2c,#bcd0b0,guacamole
#ccca6d,#202015,#7d7d3c,guacamole
#312f3f,#b8bfe4,#75738f,guacamole
#2a1305,#a66621,#6a320b,guacamole
#828e47,#2b2516,#d9e980,guacamole
#5e3817,#dce4e4,#bba22f,guacamole
#7f5944,#221413,#d0c1aa,guacamole
#9ea07c,#26190d,#765939,guacamole
#622913,#caa45f,#0e0506,guacamole
#926943,#261f17,#e3ddd1,guacamole
#1c110f,#944328,#c3baab,guacamole
#29110f,#6d4628,#b08c64,guacamole
#938c69,#3a2729,#dbd99f,guacamole
#a06941,#dbbf9c,#492f1f,guacamole
#1d1c18,#dcc471,#847f33,guacamole
#0d1a09,#e4d8b8,#8c8541,guacamole
#7b7c2b,#171810,#bac04f,guacamole
#807240,#a6aba9,#373967,guacamole
#2a241b,#979d99,#716449,guacamole
#1c1b0f,#c6d1c0,#656852,guacamole
#5c2a1d,#a55d33,#e2a96d,guacamole
#9a672b,#e5dfbf,#2e1708,guacamole
#a79e73,#312f23,#6e6847,guacamole
#5f3d1a,#a8a341,#dace92,guacamole
#716d4f,#302c24,#b5b177,guacamole
#827f64,#353022,#e0e59f,guacamole
#ab641d,#daab3b,#51300a,guacamole
#c86c21,#68270b,#eeb26d,guacamole
#1b1a16,#d8c9af,#8b5b41,guacamole
#fcfcfb,#582322,#bfb74f,guacamole
#583416,#d2bc93,#857e42,guacamole
#977d61,#56473e,#d1cdc9,guacamole
#2d1a0c,#805f27,#d9a364,guacamole
#c6b288,#5c590f,#a9851b,guacamole
#bbb78a,#292426,#706e63,guacamole
#b59b61,#715222,#d7cbb1,guacamole
#d1a874,#3d1b05,#88642c,guacamole
#a28557,#d9c8a9,#221914,guacamole
#6a4847,#35201f,#a29398,guacamole
#b45755,#dfc4c0,#6a1e25,guacamole
#bfb590,#463b1a,#947947,guacamole
#130c02,#bfafae,#9d7839,guacamole
#d4cfc4,#41382f,#998a52,guacamole
#604b1c,#ad8558,#d6cbac,guacamole
#555c28,#d2dd99,#0f0f08,guacamole
#9d7d5a,#c7bcb1,#4c341c,guacamole
#3d3030,#c4b890,#9c7e55,guacamole
#d5a244,#1b1513,#a45029,guacamole
#4e3022,#dcdfd8,#9c8c69,guacamole
#86614f,#bebcd3,#3f2b20,guacamole
#b08553,#e2c19a,#653e23,guacamole
#271912,#cdaa8c,#7c553b,guacamole
#9f8967,#845937,#adc9eb,guacamole
#917a52,#573f28,#ceb799,guacamole
#8a7240,#c8b793,#342015,guacamole
#a1714c,#d2bead,#3e2b27,guacamole
#1a201b,#788ea1,#535847,guacamole
#25200c,#af9b20,#6e5a0a,guacamole
#73805c,#2a2d1e,#99aebb,guacamole
#3e2b1a,#b8a370,#816b45,guacamole
#89805a,#d3ce8b,#322f2a,guacamole
#e8efc9,#bdbc26,#4f5616,guacamole
#70713c,#2e3437,#ada792,guacamole
#9f7840,#f0d7ba,#403a1b,guacamole
#d1d5c9,#6b4119,#b29f52,guacamole
#848170,#463d20,#eceae4,guacamole
#c0c8af,#69541b,#aca347,guacamole
#9d984a,#413c2c,#e2da89,guacamole
#d6be27,#927215,#dedcd5,guacamole
#162522,#7ebc7d,#406253,guacamole
#3f2e1e,#836f64,#c6c1cc,guacamole
#dca81b,#d6dcc2,#11121a,guacamole
#b9ba6f,#281e14,#746a3a,guacamole
#6b6432,#1c130b,#b1b7b5,guacamole
#3d181e,#b57bd2,#9d574a,guacamole
#4e1a1a,#8a6f52,#a4afae,guacamole
#b9914a,#c0b7ac,#4e432c,guacamole
#a3974e,#c7c7b4,#3c382b,guacamole
#c5d5ba,#27191b,#806560,guacamole
#c0b890,#807536,#322e15,guacamole
#7b6226,#c2a432,#1f160b,guacamole
#925721,#2d0d03,#591c06,guacamole
#87563f,#f0ede9,#24130f,guacamole
#d85624,#fbd388,#310e09,guacamole
#1f1e18,#807140,#e5e8d1,guacamole
#1e170d,#e6b43d,#a57d26,guacamole
#819eb7,#8c8336,#425777,guacamole
#77430a,#060606,#362209,guacamole
#422a1a,#d2cebb,#a5814f,guacamole
#13161a,#b0b09b,#646147,guacamole
#882a0c,#260b0a,#d37433,guacamole
#2e0b33,#f6e7c2,#ab6858,guacamole
#6d2137,#e3c7ac,#c78052,guacamole
#2b2b1c,#e8eadb,#90944b,guacamole
#793a29,#ae9b78,#c4492e,guacamole
#865d40,#e4bd83,#3b251b,guacamole
#55321e,#a67747,#e9d6bf,guacamole
#94971b,#e3dfc3,#202b08,guacamole
#2c361d,#d8ecc1,#8ab257,guacamole
#361404,#e69d1e,#914e0d,guacamole
#1f1c11,#615a3d,#9e9671,guacamole
#3b2822,#f9e8db,#986538,guacamole
#878347,#d6d2a9,#353119,guacamole
#3f2b18,#b4b1aa,#88704f,guacamole
#1d1408,#d5e675,#71783b,guacamole
#2d1a13,#6a3e28,#8d7569,guacamole
#e7b382,#862a1a,#b8683e,guacamole
#653c20,#f2d1a6,#d7904b,guacamole
#591f0e,#bc783d,#f3ca93,guacamole
#9b6b3a,#e2b38c,#3e1f1a,guacamole
#9b8e80,#4e4333,#d1d0cf,guacamole
#4f4918,#c5b771,#9e963f,guacamole
#a49954,#e1dcc4,#7c661c,guacamole
#e0dbce,#20181f,#7f7760,guacamole
#4b2d1b,#1c090a,#7b6a33,guacamole
#110801,#ede4a5,#a07110,guacamole
#33363e,#bac0c1,#b39c51,guacamole
#18170c,#bd9e50,#408e15,guacamole
#282422,#dbd9bb,#686560,guacamole
#d6c6b5,#634027,#bc8d5a,guacamole
#97947e,#302118,#78663e,guacamole
#32341c,#94933e,#eee8e0,guacamole
#c2bc3c,#9e9a22,#5a550a,guacamole
#3a2e17,#a58973,#63503c,guacamole
#f5dccd,#27271f,#89856e,guacamole
#abb340,#d5dbd1,#2e2f2f,guacamole
#bc9e44,#897215,#ead7ba,guacamole
#a7a157,#5b5b26,#dccead,guacamole
#5c542f,#b49856,#d5cec2,guacamole
#686c30,#12130c,#aeb429,guacamole
#aa9f58,#2c1209,#7c6225,guacamole
#7e7567,#343830,#b5b7ad,guacamole
#e0c99a,#66411b,#aa884b,guacamole
#222317,#e1e6da,#888e43,guacamole
#805f4b,#b6afac,#402720,guacamole
#8d7178,#2c2224,#dfdcdd,guacamole
#906e42,#dfcdb5,#362d29,guacamole
#251209,#89592f,#d1be9e,guacamole
#7f6c3b,#d6c683,#1b150f,guacamole
#432e1f,#e6e3ac,#ab8347,guacamole
#332c12,#e1c8ae,#857832,guacamole
#cda185,#22150f,#80693a,guacamole
#392019,#d9c3a0,#a26f36,guacamole
#252108,#efe0ba,#957644,guacamole
#9a964b,#4e4231,#cdd091,guacamole
#bebb69,#4c4115,#8d8432,guacamole
#e3deba,#28180c,#7e7746,guacamole
#170e0d,#e3bb99,#a16a3e,guacamole
#553017,#bc4a0d,#f1be81,guacamole
#927134,#d1b76d,#211d11,guacamole
#b0933c,#44402e,#dee0e7,guacamole
#e2ccb8,#8a6f37,#17120c,guacamole
#dcc17a,#46391f,#96a6e5,guacamole
#ae853a,#703911,#cabfb4,guacamole
#f2ebe0,#29120d,#a87557,guacamole
#2a2209,#614d24,#9f8959,guacamole
#794431,#e2e470,#332025,guacamole
#d1be88,#67582a,#221e0d,guacamole
#643b26,#22110d,#c59774,guacamole
#b1c190,#95943c,#4d4a43,guacamole
#a29d54,#6e6729,#cfc1a9,guacamole
#304535,#7bdaf2,#3c7a8c,guacamole
#736958,#d7d28e,#2a1d1e,guacamole
#230d0a,#d28e2f,#a74a15,guacamole
#a08367,#5e2223,#d2c8b5,guacamole
#e9d1aa,#735828,#b09d72,guacamole
#312312,#897851,#c8bd98,guacamole
#948640,#dce8d0,#2a2113,guacamole
#e8c4b1,#270f19,#895554,guacamole
#d9dcc9,#33182e,#817367,guacamole
#462d05,#1d1203,#6c460a,guacamole
#271a19,#cfa463,#7a592a,guacamole
#3b302c,#847663,#c7b9a5,guacamole
#cad577,#3b2412,#7e783a,guacamole
#66593f,#eaddae,#deac5c,guacamole
#170b0a,#be8352,#854921,guacamole
#9d763b,#392214,#cabd99,guacamole
#383f1f,#808453,#b1bf8a,guacamole
#9bbb3a,#605425,#9aaeb8,guacamole
#0d0f0b,#8fac81,#40413a,guacamole
#af7329,#e7ba57,#523b1a,guacamole
#972b1b,#240403,#edaa8d,guacamole
#29221a,#908853,#d9efb1,guacamole
#927b4c,#dcc9b2,#352b18,guacamole
#7c4d2b,#d5815b,#1e0f10,guacamole
#4f4413,#d6d9da,#a78d45,guacamole
#5c430f,#a46915,#e4c86a,guacamole
#ab875c,#705730,#dfba93,guacamole
#d0daa6,#8a953f,#434b16,guacamole
#8c6044,#472727,#c1a39e,guacamole
#3d281a,#e4d5c3,#9b7850,guacamole
#7d5e42,#dcc0a4,#3b2116,guacamole
#1d0d09,#d5ab80,#8a3e16,guacamole
#9b3b1b,#ced3c9,#3a350f,guacamole
#c2a65d,#0c0c0e,#857943,guacamole
#764b2b,#1b1011,#a2816c,guacamole
#874017,#150a06,#491f0e,guacamole
#bbc6dc,#503929,#a99b82,guacamole
#484428,#d1e0ba,#b0a16a,guacamole
#a46d31,#d4272c,#d6b96e,guacamole
#a57442,#e8b886,#411d12,guacamole
#6a1f17,#240907,#b15b3d,guacamole
#64282c,#28070b,#aa5055,guacamole
#9c1d1b,#e9cba8,#bd733e,guacamole
#9c6c3c,#342315,#bfbdb6,guacamole
#b75d23,#cbb0a0,#502720,guacamole
#0b0709,#6d461f,#3e2911,guacamole
#8e8c39,#c2ba7c,#1b1404,guacamole
#1d0609,#ce9d73,#9a3122,guacamole
#79805d,#c5d29f,#43352a,guacamole
#cc6812,#dcded8,#4b2816,guacamole
#ccc08e,#7f6b4b,#3e1e19,guacamole
#8a864e,#dad2c7,#342921,guacamole
#342a24,#dbdfcd,#8f9665,guacamole
#9e852b,#3a3a1a,#e7daad,guacamole
#232019,#dbd0ad,#7d755f,guacamole
#c38f3b,#663718,#dad1c6,guacamole
#5f4323,#e6dbc5,#997e5b,guacamole
#140b04,#ddcc3a,#7d631b,guacamole
#af9f8d,#1e1313,#796648,guacamole
#c6c8a8,#8a7c42,#472d17,guacamole
#a68c3e,#4c3f29,#e3d461,guacamole
#5a2c1c,#d39666,#956537,guacamole
#8b8d3f,#1f2520,#cfd286,guacamole
#583f2e,#d2d0cc,#ac9775,guacamole
#bab986,#341d09,#846b32,guacamole
#9a712d,#3c200b,#e7c07a,guacamole
#412f1d,#e6ab32,#846231,guacamole
#7a8e3f,#050402,#ab8417,guacamole
#ebdcc9,#c1b966,#2b1813,guacamole
#98801a,#d8ca6d,#6a6e94,guacamole
#aeabb0,#302d26,#a67e2c,guacamole
#34140e,#751e1d,#914d3f,guacamole
#33120c,#6f6c4a,#b4a78f,guacamole
#9b7e49,#dcc6b2,#412615,guacamole
#878a48,#39382a,#d0d2ba,guacamole
#0c0904,#4d6867,#322f1e,guacamole
#74734a,#cacdb1,#11150e,guacamole
#1d190f,#bcb3ac,#6f5c41,guacamole
#be8a4b,#e8c9a9,#533314,guacamole
#2b1004,#caa43d,#795a19,guacamole
#ac742e,#f1b560,#795216,guacamole
#b49b7c,#2a181d,#765f41,guacamole
#3a2b23,#baa196,#7a5d49,guacamole
#281f19,#d4d69b,#917d54,guacamole
#a8773e,#d5cda7,#3e2914,guacamole
#78401b,#c88346,#e8d0b3,guacamole
#161619,#ddc6a5,#6c5e5a,guacamole
#563d32,#221b1c,#7f717c,guacamole
#636055,#b1b3b1,#303319,guacamole
#d0c5ad,#19150c,#aa8f20,guacamole
#533224,#d6d1c0,#af814a,guacamole
#c6c43d,#d8dad2,#484c3c,guacamole
#140a04,#d1c6b3,#91793d,guacamole
#81906d,#3e4239,#b8ccb7,guacamole
#201412,#ae917c,#6d4529,guacamole
#8b8b5d,#2d2f1c,#dddcbf,guacamole
#b07614,#edc465,#4c2b0a,guacamole
#381609,#ab642e,#863516,guacamole
#48160e,#93552f,#743520,guacamole
#592613,#d9a89b,#a6653e,guacamole
#2f2213,#927634,#cba468,guacamole
#b18a4d,#141614,#ebeae8,guacamole
#c1b3b9,#d43a2d,#554743,guacamole
#e9d14f,#b82118,#47360e,guacamole
#69623c,#c5b6ac,#8f8b66,guacamole
#221b0f,#c5974c,#6e5424,guacamole
#70825c,#cddd86,#171730,guacamole
#7c6e31,#2b2721,#c3d672,guacamole
#ecefde,#c47545,#3b3835,guacamole
#1a1715,#cac7c4,#8f744f,guacamole
#964a28,#df7748,#491814,guacamole
#99764a,#353e2b,#ccc59c,guacamole
#352a34,#e7e3ae,#9f8a59,guacamole
#1d120c,#b5b15b,#675122,guacamole
#8c7a3b,#1e1f20,#d2ce9d,guacamole
#88715e,#48382f,#ccba9f,guacamole
#a48b43,#ccb272,#644b17,guacamole
#0f0f12,#e0ca79,#9d874e,guacamole
#302818,#706648,#b9bca4,guacamole
#211a10,#c49b7c,#755f3a,guacamole
#1e1a1f,#a89575,#ae2837,guacamole
#b88430,#e4d38b,#472911,guacamole
#8e7747,#321c12,#d4c793,guacamole
#9c7b57,#281e21,#dbdbd7,guacamole
#826f29,#2a230b,#d4d7c7,guacamole
#ecbf7e,#7c491c,#c39150,guacamole
#847c58,#b0c5b2,#54311e,guacamole
#3f2415,#d2beb2,#87634a,guacamole
#d5c3a9,#553625,#a88b62,guacamole
#f1ece0,#6a2f0f,#be856d,guacamole
#242d29,#c3bfaf,#7c7350,guacamole
#2f1d13,#7f5b35,#cdb17d,guacamole
#e6cbb3,#2a1b10,#906a2e,guacamole
#dea471,#3b1712,#a8743f,guacamole
#5b4121,#140907,#3e210c,guacamole
#242021,#6a6148,#b4a781,guacamole
#141008,#b8bfae,#7f7947,guacamole
#9d8f69,#ebe6df,#686422,guacamole
#5c4344,#cccabc,#1b1010,guacamole
#21242a,#d8dcce,#929162,guacamole
#818c4b,#cdc9b6,#323314,guacamole
#d5a26c,#3a221d,#8c633b,guacamole
#332a20,#efdccb,#ab864f,guacamole
#241b11,#885118,#afa55c,guacamole
#edd282,#281e12,#946f30,guacamole
#987424,#120f07,#c8c8a3,guacamole
#312524,#cfc2ae,#7f6f68,guacamole
#5b6041,#edebe3,#aca185,guacamole
#8f8951,#584b2b,#cdb89f,guacamole
#735b23,#decea5,#aea466,guacamole
#7f8346,#505224,#abaf72,guacamole
#2b2619,#ccccc3,#7a7c4a,guacamole
#f6c937,#3d2006,#a67609,guacamole
#e2be74,#261509,#ae6d24,guacamole
#cdca7e,#a09a56,#6b592e,guacamole
#7f6748,#9f9c8e,#54301f,guacamole
#878555,#bfc2b7,#3b3a24,guacamole
#706b43,#bfb76e,#2b2713,guacamole
#100d0b,#f9f9f7,#5d4d34,guacamole
#612e0d,#0b070b,#401909,guacamole
#c2a043,#c4bab4,#705226,guacamole
#ddb475,#423d36,#b09518,guacamole
#6d401b,#d7ddca,#869840,guacamole
#6c6744,#c2c387,#1f1d18,guacamole
#695120,#1e180f,#b1853a,guacamole
#7b6c81,#271d35,#e5dfd5,guacamole
#161d25,#e6f0e9,#9ca18a,guacamole
#faf5ec,#95603f,#3c2019,guacamole
#171415,#4d463c,#8c8582,guacamole
#9b7a55,#cac8ce,#301b19,guacamole
#32252b,#d3c9be,#b05f5b,guacamole
#252132,#e1cdb8,#ba8a47,guacamole
#2a252a,#cbc7ad,#807361,guacamole
#282523,#8f9d58,#d1d4b2,guacamole
#16100e,#998540,#efdebb,guacamole
#c8a77e,#362c24,#756146,guacamole
#a09339,#504814,#deca66,guacamole
#a07556,#3c241f,#f1ebd2,guacamole
#4b2e15,#bcc1ce,#977757,guacamole
#ba6b30,#e0be98,#6f2912,guacamole
#96915b,#282117,#dcd8dd,guacamole
#522f13,#d8c8a3,#a07534,guacamole
#110f18,#c6c3c5,#8d4d4f,guacamole
#e2edcc,#140f08,#777d4b,guacamole
#dedba5,#26241d,#987637,guacamole
#190e08,#8c562b,#cbd5e0,guacamole
#3a4334,#e1c690,#75775d,guacamole
#13120b,#d0bca9,#7b7246,guacamole
#9f8f67,#2b1813,#6c5335,guacamole
#f7f4e8,#35373b,#888846,guacamole
#7a7642,#242619,#ddd081,guacamole
#dad7a4,#302d0d,#968835,guacamole
#836158,#e1d383,#3a1b32,guacamole
#0c0a07,#99856f,#352714,guacamole
#deba7b,#977f4a,#413910,guacamole
#382127,#ab6869,#e4cedd,guacamole
#ab8f38,#402e17,#e9e1d0,guacamole
#342324,#c5bbc9,#756585,guacamole
#957155,#e4ceb2,#3c2715,guacamole
#5d4520,#e8c9aa,#b99574,guacamole
#7f593f,#cce1d1,#9fa59e,guacamole
#544b20,#e7e8e6,#b8a548,guacamole
#88422f,#d9d1c5,#ad9c70,guacamole
#936a4f,#2d262b,#c4ba86,guacamole
#f9cc7c,#c35b22,#37170f,guacamole
#9d602f,#e3d9cc,#e2b575,guacamole
#9f9a4d,#e5ded8,#312a14,guacamole
#332d24,#c3b8b4,#76694f,guacamole
#5f8d26,#99bb5e,#21210a,guacamole
#e2c81d,#452b17,#a38013,guacamole
#d5b190,#492915,#946b38,guacamole
#c9bf7c,#2a292d,#8d7744,guacamole
#653e0c,#edd3b7,#c4802d,guacamole
#d9d5ba,#433710,#9ba13b,guacamole
#beb990,#301d11,#7b7437,guacamole
#5a332e,#d0c0c0,#8b6c6a,guacamole
#847855,#d6d5be,#1b1d28,guacamole
#d9d7c2,#5c571a,#c29d1c,guacamole
#1d1412,#7f6d60,#dbccba,guacamole
#9e842c,#2c2318,#c0a582,guacamole
#b19665,#19120c,#67402e,guacamole
#e0a161,#431a12,#9b5136,guacamole
#ae6723,#3b1005,#e6c9a1,guacamole
#aa856e,#744930,#d2d2d0,guacamole
#835a43,#b6a687,#3e2623,guacamole
#15120b,#524134,#bfb7ae,guacamole
#8e6e4d,#5a2a19,#bbc0bf,guacamole
#a29544,#dac7b2,#534917,guacamole
#251f13,#c9cbb9,#977e3c,guacamole
#e0d09c,#643824,#ad9765,guacamole
#452910,#c6ccb6,#859230,guacamole
#6a675a,#bcbdbb,#372b1e,guacamole
#a37734,#241a14,#cfb88b,guacamole
#9f7349,#3e1d11,#c2ad9c,guacamole
#5a4620,#97895f,#b8c1c9,guacamole
#753616,#eb9938,#5d7277,guacamole
#a58645,#d3c46c,#51461e,guacamole
#7f3c06,#b29829,#e8e3ce,guacamole
#201922,#956b44,#dbb39b,guacamole
#352c1e,#d5e3ab,#918e56,guacamole
#d7c5b6,#452a13,#9b7b5a,guacamole
#3e2d18,#c7a426,#e5deb0,guacamole
#474329,#a5a8a7,#826241,guacamole
#d8bba4,#563b2b,#9c815c,guacamole
#a6852f,#523d25,#bebfb7,guacamole
#a99e5f,#161619,#9d1413,guacamole
#e8d7c3,#2a170d,#9c6737,guacamole
#454c3a,#97a863,#100d06,guacamole
#492b19,#0e0807,#855c44,guacamole
#8f6e30,#ddb899,#323032,guacamole
#615429,#dcce95,#917e43,guacamole
#ddceae,#5f5531,#ae815c,guacamole
#260c04,#b65927,#7c2d11,guacamole
#d7c7d3,#9a6f5b,#312c34,guacamole
#6a4b2e,#150e0a,#9c9384,guacamole
#747f55,#252422,#b3c185,guacamole
#b38537,#ccbfb0,#764d16,guacamole
#1a1310,#a6ae9a,#6a6440,guacamole
#712622,#d7bba9,#a68837,guacamole
#87854c,#3c3011,#c1c69e,guacamole
#cfbc19,#3b352d,#c8da8e,guacamole
#b9b23b,#f0eedc,#833f1a,guacamole
#aaab59,#e3efe0,#764121,guacamole
#2a1110,#d39e72,#704e2f,guacamole
#b4802b,#121732,#ced7d4,guacamole
#6d2220,#e1dcd3,#b38557,guacamole
#d9c27e,#3d372a,#8c7f4f,guacamole
#a08d7d,#281915,#815e3d,guacamole
#7e6d5f,#d9d1ba,#352629,guacamole
#f48037,#3d1510,#ce3f1c,guacamole
#e5e1d8,#c19455,#a24a23,guacamole
#897553,#c8c297,#523b2e,guacamole
#4c2c1b,#ebddd2,#a7835f,guacamole
#c4baa6,#3c1512,#925841,guacamole
#e1dfd6,#7d7f50,#1f1a12,guacamole
#a9978e,#292b35,#896745,guacamole
#d4beb2,#2a1813,#6b5448,guacamole
#beba8c,#7d7743,#211810,guacamole
#3a2f16,#e0e69a,#736d3c,guacamole
#f1ddc2,#493b1f,#9f9437,guacamole
#2e171d,#dac6a0,#7b6358,guacamole
#7a4f42,#281918,#b58877,guacamole
#1e2b30,#a1c4b0,#5e836e,guacamole
#a58364,#c3c9df,#62401a,guacamole
#697d64,#674216,#171d18,guacamole
#8e6d53,#cccdd4,#483123,guacamole
#cbae1f,#4d381c,#c1c4be,guacamole
#433b07,#e4e6df,#e2d02f,guacamole
#382b35,#dad8c5,#999674,guacamole
#936a3d,#d2b997,#423318,guacamole
#c08a49,#411e08,#894e17,guacamole
#746347,#3e2d20,#948366,guacamole
#0f0e0c,#97a173,#44473b,guacamole
#19160f,#9c7839,#554824,guacamole
#966463,#41292a,#c4a38b,guacamole
#4c5a6a,#a4863b,#6e3d18,guacamole
#595241,#8d8177,#d9eef5,guacamole
#7e7b71,#d4dad7,#3f3c2c,guacamole
#7f581e,#281006,#e6d953,guacamole
#888177,#2f2a3d,#dbddc8,guacamole
#2a1e14,#c5c9a7,#8c8a58,guacamole
#b7c3ec,#3a2921,#847f90,guacamole
#966822,#2e3211,#9a8969,guacamole
#986c2f,#301f0c,#d1af8a,guacamole
#23230e,#60683f,#d2dba3,guacamole
#371b06,#080601,#1f1503,guacamole
#c8b7b3,#4f3320,#cc933b,guacamole
#cf730e,#5f3310,#f4df82,guacamole
#87714c,#593716,#a8a9a2,guacamole
#7e3d15,#aa7e63,#e7d7d7,guacamole
#a8b5c9,#3b3a2a,#6f716e,guacamole
#1c1905,#807d58,#52481e,guacamole
#c99513,#e6c89b,#7b3511,guacamole
#2c2324,#e0d8e1,#8f6f71,guacamole
#28160f,#85895e,#57403b,guacamole
#a0a09e,#3b2c1d,#8e6f2c,guacamole
#402916,#a36941,#d4bda4,guacamole
#dce170,#8d8139,#3c4027,guacamole
#f0dabd,#462712,#af7442,guacamole
#0d0b04,#ccdc3b,#4d542b,guacamole
#bdc2c0,#363439,#89815f,guacamole
#2f210d,#f3eab2,#9d7946,guacamole
#acb0b4,#4e3117,#807561,guacamole
#965a46,#cbc2d3,#381b1b,guacamole
#4a2d1b,#d8ac4e,#ab6e18,guacamole
#556b47,#080e05,#97ab80,guacamole
#746859,#4a3920,#9ca1b2,guacamole
#2d2c27,#b2bfbe,#845838,guacamole
#d4be5e,#3e3621,#a78b39,guacamole
#391a19,#a29a9c,#6b4f5a,guacamole
#c7cac6,#242221,#817964,guacamole
#afb6b4,#4c5242,#808a71,guacamole
#8e796d,#53523c,#c0afc8,guacamole
#5e1807,#e8dfcf,#b98914,guacamole
#f1e453,#5f230d,#c95b16,guacamole
#1b1814,#91927d,#6d673e,guacamole
#544819,#e8e8b0,#abb327,guacamole
#373724,#83979f,#625e4c,guacamole
#3b351b,#98a1ad,#796c53,guacamole
#0b6665,#9a7f47,#bab6aa,guacamole
#d8d027,#3b191a,#b15011,guacamole
#d9d8d0,#302920,#b39740,guacamole
#9e7649,#231d19,#a7c4d8,guacamole
#cbd93b,#1e1d0f,#6d7821,guacamole
