color1,color2,color3,color4,color5,class
855824,11909813,4880813,2899549,15987951,mussels
5279402,3233376,335128,7763826,11841969,mussels
11973800,592135,15790314,6652295,3684146,mussels
6983892,921618,11785193,6451071,3290947,mussels
10528679,1514009,7633275,14409689,4474954,mussels
5988997,14732008,1904930,9610440,2832986,mussels
14210503,1054502,6649758,131844,3489880,mussels
7772358,1252154,2704237,5140118,592146,mussels
11516102,1847645,725275,5796753,14932951,mussels
395018,3829659,1915739,923945,10280946,mussels
8233676,1120826,2177645,526096,4024742,mussels
1511956,12894664,5722968,5217209,10591394,mussels
1579304,9155537,12242151,3821678,4428989,mussels
1526372,4755371,463644,14678265,4640492,mussels
6782614,1911361,4545915,1315872,3163236,mussels
2426646,11524855,7772630,3612247,4671149,mussels
2042946,7832225,855575,3623786,14081001,mussels
15266800,3882302,7042934,5888981,11121064,mussels
593436,8104926,1585748,3763627,11329017,mussels
4548978,986386,14805751,2438976,8559802,mussels
5334125,13028038,461066,2699316,9212820,mussels
8817299,1383980,12303814,3366508,5150911,mussels
15920886,1116692,7885162,2111418,12167106,mussels
1052954,5532288,2635087,7505565,14871024,mussels
9544361,1185050,15661047,4607060,2187472,mussels
3507347,1119764,10526605,13488823,2180954,mussels
1054494,8889265,2376024,14411500,5337994,mussels
926244,8174558,15989756,3965111,2117230,mussels
331801,1684693,937589,9167076,4820116,mussels
8626882,920856,12178418,2636371,4881069,mussels
7310273,1579802,5922396,11844337,13751741,mussels
7397866,989215,4693429,3233638,14872816,mussels
7570061,13233906,2230799,9420236,4734278,mussels
5664135,856333,15331051,10265768,3554887,mussels
9155549,1314329,4085636,6128568,2370378,mussels
6858211,528678,7296843,1653618,13541500,mussels
7175315,15197664,2305336,4410737,10529718,mussels
4882044,15333084,1448982,8306865,3163711,mussels
1577750,8751262,14538445,4209469,6446945,mussels
3425104,8881530,1512729,3581898,14675181,mussels
7176844,925487,13031393,2381686,4693961,mussels
1646397,9090004,6456739,3889010,13558513,mussels
12109003,5197910,15923706,1119772,7701391,mussels
6866143,396817,1852513,13826298,2981809,mussels
10014448,1056308,15530492,2249082,4227529,mussels
3035501,12047833,792609,4427442,8293520,mussels
723209,16250871,6447200,3420722,10658209,mussels
8035269,790040,4353424,2242391,6193319,mussels
4677763,3554124,13820391,1644577,7901358,mussels
2370383,3233180,1248793,13497080,4819419,mussels
11649741,2241884,3566509,9416381,1250851,mussels
12897746,2173493,5267563,394760,8755107,mussels
2766145,10664128,5860472,15595768,987675,mussels
16448507,4935510,8883604,12767443,1316380,mussels
16383485,9561590,1780018,4812157,7712962,mussels
987410,13159635,5662832,9937320,3093303,mussels
4410724,15265263,10662341,1842215,6259893,mussels
6589354,724243,2240834,4153982,11058125,mussels
1119520,14216956,2965083,10796754,5927825,mussels
10603243,1119261,5664905,2767438,8034486,mussels
3166308,1251873,14872045,3638956,8434367,mussels
4417422,1914738,9349072,857929,6850479,mussels
14146784,1711653,3825798,4630221,10392481,mussels
1716018,13950685,1530013,7704472,331021,mussels
923447,3499168,460816,1850738,6325687,mussels
8689312,11913683,4686791,3888505,1975102,mussels
4872790,15398125,2370085,10005163,4933568,mussels
13618365,855563,6713452,2960687,10725275,mussels
15267830,1712424,6912632,10270644,3951184,mussels
987941,10469079,3358817,4550305,7448009,mussels
8171724,2443866,13360868,5142424,464156,mussels
2304295,7568250,13885666,5002065,9874099,mussels
2648722,13229551,995937,7576237,10994388,mussels
9561590,1780018,16383485,4812157,7712962,mussels
853779,4949724,10213113,1579624,2506422,mussels
1709847,14080212,7041659,3819363,10330025,mussels
461586,11979226,5005432,9215144,2767681,mussels
922658,2723311,15067368,1452914,1855165,mussels
1851491,3123943,9950692,726305,2058152,mussels
10401741,1841440,14283257,6716307,3423567,mussels
13886438,4608348,9018023,3225407,6385533,mussels
1184277,8893119,6321275,12050148,3554883,mussels
15595251,1317407,7573913,3824485,10537169,mussels
3225672,13951977,8955068,1512984,5990778,mussels
987161,6353651,10924472,5473674,2441558,mussels
12377576,3035249,5210016,1118742,10266546,mussels
1514532,15137529,6519681,3491151,9552326,mussels
66313,2321845,1589621,5479637,399418,mussels
6847374,1516595,14738657,10204095,3492707,mussels
526357,6261175,1450330,9549279,3760533,mussels
593681,7776160,12184544,1717564,3500141,mussels
5793659,2038048,11060431,3817304,9016727,mussels
14348787,3828065,1388844,8635074,1996472,mussels
264465,6067650,1596336,12307929,2372176,mussels
14075877,3152686,10582446,5389188,11479340,mussels
2635347,8163245,13491428,1250850,4216721,mussels
1317931,10203831,15463408,1518692,6057596,mussels
10150132,3095369,7905978,5205121,1250587,mussels
8885946,4994365,11524583,6775676,15793402,mussels
7184829,2965324,14940411,5139594,10211296,mussels
5547219,724244,2576254,4490162,1319761,mussels
1072804,532545,1228262,12646395,6018021,mussels
724505,11713732,7316152,1782364,3828114,mussels
922125,15000009,7821925,11382692,2830634,mussels
6724310,2175840,12705265,4284569,1185054,mussels
3360862,7703965,11058890,1118745,15923193,mussels
12835053,2774142,8434390,4163517,1252919,mussels
13689827,3429729,8371148,1712675,4558765,mussels
15187432,4195873,13045617,16068569,8194106,mussels
329740,7968679,5139580,2241600,10401988,mussels
3036800,790038,15132904,1584726,7373462,mussels
10597831,923957,3891579,14542831,8098471,mussels
1118228,14479860,3355706,6121328,9283511,mussels
922910,10005945,5012372,2965586,14212320,mussels
528150,11519192,3960954,1654342,8230829,mussels
462665,9019577,3890066,13360353,2536176,mussels
12043201,527886,2767690,15395811,7373194,mussels
1118235,7968955,2568793,11718637,4743823,mussels
8234680,1452889,12961480,6123643,725016,mussels
9542811,1315344,6644836,12505036,3683892,mussels
6771803,15790318,3220022,11838882,7318500,mussels
6455935,132361,9674898,1912875,3301737,mussels
15855094,8410205,10591930,14057320,5842726,mussels
5820405,610446,1941472,206427,1471414,mussels
658457,4424649,10144496,1517391,2708366,mussels
591631,4020859,2438994,1317421,6068423,mussels
855570,12573938,9413559,2437703,5596540,mussels
5071513,1053219,9020632,15657459,3093587,mussels
2372955,13425121,790297,9874112,4219031,mussels
4682381,7973323,1252719,2182331,13167349,mussels
537888,7645864,3247990,13624803,1011011,mussels
11128796,4341575,16251899,8491164,6382444,mussels
920857,4809857,11717861,7178409,1975624,mussels
4809083,1053721,14411495,2767704,8559535,mussels
9875387,3159869,15330792,659215,7431264,mussels
1184541,4544623,6584982,12835052,2634314,mussels
724498,11908791,3424855,7501956,14671324,mussels
14940668,2963271,5662582,1250589,9545911,mussels
2312566,11122111,659739,14805223,7440542,mussels
2572636,11585230,792097,4747660,8100517,mussels
3555150,856600,15724787,1530011,9148833,mussels
1908769,8754597,5924206,3686468,13819622,mussels
9808040,3042691,15660788,994614,7923440,mussels
9811385,1840666,15529202,7959660,4406081,mussels
2895416,11781074,920593,5269370,8496576,mussels
5262714,13427937,2560320,3489732,8297662,mussels
3222825,15394779,8691894,6710111,11715786,mussels
592662,12965596,3760797,2306386,7905725,mussels
7439501,5263439,15330532,11713467,2829871,mussels
7176063,2248025,598817,9483457,3770796,mussels
855579,6332862,3892866,11583948,1847645,mussels
5205603,855050,15922680,1848639,11252155,mussels
2462400,1185054,11454937,2512255,6655150,mussels
2708894,395540,10669554,1122911,5151435,mussels
6783388,1317923,10270148,666737,3557205,mussels
2644904,15592682,2631985,6578012,10397615,mussels
9344673,3359319,14605268,5532553,856343,mussels
13353170,1914755,16183281,5209269,1644592,mussels
857117,11050898,6386564,3031654,8171209,mussels
1121092,4884139,396056,2838648,7318474,mussels
1383462,6389142,3623517,13755631,8436191,mussels
3231358,987930,12835301,5997740,2043203,mussels
1710880,10663102,7042948,3883599,14938089,mussels
2633295,1906986,9091029,1313813,4677515,mussels
9349555,16251895,3488059,6187892,13162965,mussels
4613257,11914204,856089,9413561,2373465,mussels
922654,11452880,6322583,14608617,3033191,mussels
2643579,8042972,11587804,859183,8558493,mussels
3358808,10463150,5862032,856345,13163500,mussels
2690348,9222871,6584994,15266802,4012907,mussels
1314580,14214898,5331845,3027013,9150658,mussels
6122621,14147300,2438214,9874105,1053210,mussels
5077412,2168604,11192286,2897512,9151930,mussels
2767154,15001819,9543571,5663328,724748,mussels
1317407,16120566,7370373,3491660,10143939,mussels
7765133,15726583,4075310,11387085,5787991,mussels
4943544,12632790,3036530,4161237,7573705,mussels
10590611,1644823,15332602,4805209,8697574,mussels
14666456,3620427,1513503,11771564,7499391,mussels
10398882,1120804,15659996,4371412,3492706,mussels
1054237,6453895,12966887,3361101,9350075,mussels
3829929,856615,12637925,8431817,1454959,mussels
15726584,2249293,3964555,923932,9615555,mussels
11194096,5009821,1187125,2638702,6985154,mussels
1907503,7978233,3227018,12253693,5273827,mussels
15072508,3558040,2825282,4496075,9425375,mussels
4349834,12636636,1186602,2965852,6653872,mussels
986385,8820130,2238514,1260684,4608337,mussels
5655910,16512764,2959154,13939916,7963583,mussels
3619912,14937327,1119256,6581375,10332602,mussels
4083879,1183508,9673883,4342090,13819096,mussels
14935013,2108234,10857647,6384503,921364,mussels
7114666,3955052,15593456,11779012,1515049,mussels
15255991,7040108,2436665,5734314,10723741,mussels
6740186,2110527,11983324,4152936,6722201,mussels
6579558,14014412,3880502,10003368,15857651,mussels
1777958,6584701,14738391,4107731,3425872,mussels
724762,5403560,3229552,13884659,1713217,mussels
3365528,15457228,1647679,5541835,12431012,mussels
3351759,14017522,1183514,6723276,2501495,mussels
526638,10080764,1516931,3694524,6659561,mussels
11118518,2499885,15193818,4541020,7763329,mussels
4410731,14740980,9478077,1514287,3110362,mussels
1313045,7906766,3162486,6392760,1973557,mussels
2498591,11188671,7374472,4541784,15658990,mussels
466506,2396889,15332345,68116,609706,mussels
1187633,8493999,2967661,11650254,5141908,mussels
1184533,15529203,6777971,10530229,3422273,mussels
1118999,5866674,11721198,10786714,3884630,mussels
2964587,10465212,5863587,1513252,13095641,mussels
6384497,1184532,15922929,3356990,11908013,mussels
1052947,15857652,6518910,9810885,3883846,mussels
1644055,6996425,14808819,6058614,3553081,mussels
8293268,1186597,3097191,13621205,3893683,mussels
14341583,2635329,5992049,592653,8498617,mussels
4349795,133644,7508370,12967383,1783105,mussels
10201778,2371638,4413283,1052947,7504527,mussels
1448749,6728143,13033182,1856701,5468523,mussels
1051668,8099765,4612490,2174278,12704494,mussels
3300996,13227481,791582,6653079,1652310,mussels
14208716,5195335,3172241,9209995,1774872,mussels
14334945,2890290,8284612,11879759,4274318,mussels
14473164,4804946,8555146,1711386,10271941,mussels
2171949,5664911,854796,3819093,10008533,mussels
1650476,12705250,4808285,1729198,8361108,mussels
4096951,15004917,1582641,5950186,3888484,mussels
1381141,6580330,8753302,4275776,14738400,mussels
7708878,3424854,13951978,1712173,5073544,mussels
2438478,13033958,1118225,8032417,4874607,mussels
6252143,13166057,3156782,10525849,7478054,mussels
1776668,10334649,6714749,3555914,15726840,mussels
13098729,3488070,5928336,9286342,1512987,mussels
397334,13099235,2648722,7777731,2046538,mussels
9092247,795161,5689540,13169107,2980201,mussels
1713449,15857142,6921132,12110803,4218984,mussels
6724524,333346,3370894,1260901,10864589,mussels
2436403,16514556,5465960,724241,9876914,mussels
14348531,3096923,5484780,2038819,4745123,mussels
7828593,1777451,9149865,1263482,11839646,mussels
4476754,16316920,10861243,3026995,7701640,mussels
16510954,6112087,14986660,10319485,2430491,mussels
727878,11909048,5863063,5065555,527379,mussels
2238793,7835848,1250584,4278641,14282488,mussels
9878145,530956,5012832,2247484,7445874,mussels
6722445,202275,1003628,1871018,8764341,mussels
3097463,15659496,5731503,10141154,1186093,mussels
4015681,14213599,1448475,7370866,11253431,mussels
5993599,8953766,1711134,13226710,4081226,mussels
8757169,3361891,5864342,1843234,10926536,mussels
14543087,2843271,6065845,1716034,10075347,mussels
10335159,1318175,14873326,6321533,3358792,mussels
3820886,10007473,1120549,14544619,6782850,mussels
6520211,14672865,1580065,3426139,6013920,mussels
9615814,2779289,15070197,1190465,3322822,mussels
592395,10264727,3752518,15000015,6384751,mussels
4683941,199183,663870,10465717,2116730,mussels
10333620,3554634,15528687,5267844,1514531,mussels
11844024,2038299,4671049,14935012,7110279,mussels
2498072,11710120,15988718,4603190,7172715,mussels
5798792,15462121,2966600,8501962,989724,mussels
1326687,4226966,529692,9429741,3061473,mussels
595740,14088696,3639959,6935261,2182230,mussels
3373504,2903641,9733490,12242132,1056804,mussels
526602,8687508,5265243,11579569,2567732,mussels
15989237,3226173,4752017,856594,10400168,mussels
4374484,726299,13557727,1143725,1788250,mussels
4411470,14217194,1844258,7175545,10139573,mussels
6314837,9545641,3355446,7372933,15199461,mussels
1848671,395789,3108516,1056313,2644102,mussels
5146281,3032418,7260902,15330791,1515299,mussels
10657695,1185812,7239033,15589337,3753291,mussels
14346723,2637114,7907240,594449,5008230,mussels
8678992,14600105,6649997,5588020,10919308,mussels
2637664,9026009,3963576,1055013,8816261,mussels
13614553,921876,5460576,2895158,10587557,mussels
855568,9216941,3159873,4351127,14343903,mussels
15792116,2506327,9348531,4091286,594979,mussels
6390426,15529710,2039077,4081752,10341850,mussels
659734,11912393,3164761,15266548,6788781,mussels
2697512,15923707,10269388,7241617,4804955,mussels
1133671,380151,465195,6801894,1674669,mussels
3755101,15660278,1644318,12440028,6395051,mussels
856602,14409439,11514549,7897737,3752013,mussels
8421530,16317174,6575461,12171463,3550009,mussels
2373703,8493988,2122394,2206412,15002081,mussels
1053464,9808038,1919078,1345214,15266024,mussels
3492687,4688537,922645,1828085,13167850,mussels
15463670,2833742,6389664,9290464,396046,mussels
14518108,5985115,3352879,15659753,8884124,mussels
263944,1928854,730685,463647,932706,mussels
1050381,15593188,5922657,11448748,3092277,mussels
5469830,7976391,1382939,12053235,3295056,mussels
2112864,5340332,3758983,921649,6406109,mussels
1315860,6999006,3556425,14939634,9078141,mussels
1184539,16186102,12434873,6844029,2963022,mussels
4229544,10198678,3694444,14539983,1515819,mussels
529166,9145738,3029047,6185574,12369337,mussels
5531497,1252384,15989497,3855071,11192006,mussels
3685975,12565952,1119001,7176865,15197926,mussels
723984,4552110,15724264,2897491,10787230,mussels
12240586,857627,4419481,8494508,2835031,mussels
15185594,3552304,1445646,4876652,8362139,mussels
16186100,4344896,1777434,11516591,7307381,mussels
16382711,3574719,462105,9681610,2966882,mussels
2566957,14738662,8489876,756415,5331554,mussels
14996428,1839899,5724542,10001581,4338237,mussels
794415,7919844,2451614,2018290,15858683,mussels
2105659,13808084,4802926,8026282,2702509,mussels
8886962,2765902,4939392,7241885,1973544,mussels
1315869,15396075,3030690,5917259,10591919,mussels
791834,15004656,5139082,2504523,9614270,mussels
10184767,1905419,15846024,8030341,4866362,mussels
10133653,989219,13817807,3562339,5806523,mussels
4338262,15921138,12230580,2562091,7561085,mussels
15527663,3161685,10792119,6781065,724763,mussels
4695014,1514529,2376308,13556189,2976690,mussels
14143434,725012,6711912,10657947,3357249,mussels
7122391,2237227,14476514,13082233,5858950,mussels
10469603,6632763,131331,9412278,7628670,mussels
264202,2326171,1461094,663849,3846602,mussels
1028,1983083,398629,1060178,3037064,mussels
922645,15462891,2897471,8439765,5792876,mussels
10071474,659988,14212054,2770780,5865102,mussels
15521767,4140863,11251142,1838873,7367298,mussels
12765647,6246998,16382456,9015200,3091249,mussels
989473,543925,5227743,1002613,1150405,mussels
1383964,7126214,14477539,4162695,2903885,mussels
4477872,10198455,3940956,13295846,1049632,mussels
8083567,15722738,4135973,11504805,5912138,mussels
2497567,10592677,7630189,4800581,14345958,mussels
11061955,1319455,14874094,4882084,3690835,mussels
2965862,14731995,11378605,1186346,5663891,mussels
4342343,2192074,788754,8227717,15331800,mussels
7833996,921359,11513507,3031115,5335413,mussels
9365242,593181,5358069,1257306,3307456,mussels
1912371,6865877,7309191,4478297,11201773,mussels
9605525,2700872,5659752,1120032,13155770,mussels
66820,13951457,4615278,8165788,1061955,mussels
1118233,16118772,8423329,12631498,4476006,mussels
398102,5221847,3044502,1786190,10412272,mussels
1120022,6651790,11053991,3627639,2372677,mussels
2828843,9026767,7304826,14743801,1793732,mussels
4278855,9743278,2171424,5537670,12634825,mussels
7505286,1383193,12043454,4804938,9478304,mussels
2311529,462356,5082294,14607588,10661043,mussels
14343131,4016216,1316122,9079695,5943509,mussels
1196168,790304,9420003,861523,2911925,mussels
7046029,855051,2636875,15854782,1976109,mussels
1778725,5861765,4212824,2413532,8887472,mussels
3814239,591626,5921153,1511977,2498885,mussels
2240066,12697304,594199,7242672,3887482,mussels
3948618,15792632,1711644,7107971,11318969,mussels
995713,199189,11192289,1057350,4154276,mussels
2044246,14939381,8498125,922394,2315171,mussels
2244696,8360863,1120544,13225418,5073535,mussels
2043466,4823748,3692670,10601947,791326,mussels
1921897,11925239,794407,1213889,5490131,mussels
5421782,1450795,15988983,3368319,10398119,mussels
8888233,991520,11849949,2598110,3367021,mussels
592396,11779260,3162709,15001316,5540011,mussels
1185824,6846313,2245725,13685206,9149060,mussels
1591915,4715256,596513,4751768,12383477,mussels
2042962,6993906,987940,2049695,3968716,mussels
1187371,7048365,2903153,12108750,1930434,mussels
8092529,67340,13422278,4099505,1783896,nachos
726303,1590377,6001070,2058127,1518916,nachos
462603,14675687,4289666,11713453,1587269,nachos
7569292,1983354,5527876,10792115,2235426,nachos
14472898,1449508,8945261,5232605,3424157,nachos
1386592,6190243,265520,3493767,9018818,nachos
1846860,7182516,3366284,657423,15725816,nachos
594979,8494503,1347271,13954547,1131383,nachos
13421244,727341,4223121,2442343,8425104,nachos
6502928,8826035,1708302,1609695,1196698,nachos
131848,6655371,3822426,1713712,12830390,nachos
2112356,8030884,2580899,15063004,593956,nachos
6913198,2106681,16378086,4213372,13542835,nachos
5349088,1394829,135213,2847154,468584,nachos
8426136,1578254,14664609,3235977,4341568,nachos
1660800,12441052,2861012,532786,7831941,nachos
396321,10334405,2638437,7828856,1805518,nachos
12769235,1853802,684215,1121821,5547223,nachos
4477806,14014941,9938092,3158849,6452890,nachos
659485,14016220,4944775,2047577,8433084,nachos
664900,3698586,266269,932982,2250625,nachos
10017723,2324091,2245185,7185293,13103577,nachos
2968952,7174022,1453648,527900,10002089,nachos
8506342,1718355,1858239,4290698,2465256,nachos
4279660,10990529,15849933,7242140,1382966,nachos
15193565,1381679,2257355,8424354,2506106,nachos
5600926,658193,3031166,1584950,8495286,nachos
606335,9741748,1122865,2913704,4874096,nachos
1318211,8560322,3714261,12112616,3295128,nachos
4282986,7306879,2307153,1643044,10592148,nachos
7312055,1716332,2388142,1251895,14273225,nachos
2646414,8557471,6781837,1323368,10005429,nachos
9672080,341104,9258505,549544,2101511,nachos
6594209,598313,1331051,14086885,1476016,nachos
1518411,5208226,461325,11845311,2970239,nachos
3165846,1118241,9277379,4682679,1517915,nachos
1783922,11057095,396831,4485015,7443378,nachos
1517634,6846600,10596284,2578822,3772610,nachos
11388348,2837079,4878199,992046,7379356,nachos
10863299,1181709,4481385,9018268,7306623,nachos
3429461,527123,7763067,6307402,1978934,nachos
1660815,7000540,598593,3314362,12513007,nachos
401748,672421,11589611,6709338,2261191,nachos
15661044,198672,2183805,5022899,865082,nachos
5397885,2502757,15255222,987444,9079451,nachos
1253681,9414053,13620682,5862532,3492447,nachos
1192817,6597073,11130609,2519204,464182,nachos
15849459,1775668,10121099,5078224,2898563,nachos
67856,11976638,3427939,796995,7636883,nachos
6187872,15456952,1183757,8953226,3884340,nachos
330766,5007215,924710,8098961,2377045,nachos
4030877,13758165,1578003,8239546,2112602,nachos
1653089,5790059,396064,4475487,860486,nachos
724001,12234690,3951997,7504299,2239049,nachos
396564,7902621,2046033,14869206,4155005,nachos
15721434,6002100,1186102,13416628,3234441,nachos
9015186,1973287,12898772,3494253,4688831,nachos
11723234,1447724,6656687,3362176,6801373,nachos
400178,5872850,12245998,1522779,3433877,nachos
1236213,928113,264988,12109514,2715311,nachos
856080,13693174,2187695,2241854,5552089,nachos
9272974,15395044,2627875,5551572,4013412,nachos
1853278,10132637,726296,15857653,2783395,nachos
11777976,1517617,3629178,2178141,7831685,nachos
408709,5689811,1091535,752300,14416376,nachos
6789799,1599370,3255244,799816,10801113,nachos
986378,5819621,13168886,1587548,2981038,nachos
1918321,12835300,2910879,1320253,7571091,nachos
1726342,13555148,198668,3711937,8752527,nachos
1270646,408410,672891,334904,2323601,nachos
596773,8035751,2645904,13356486,5069630,nachos
1934242,461855,1129576,11126483,1688551,nachos
1450027,8231339,4741723,13949662,2842800,nachos
14468774,7425582,7641519,2564388,4675701,nachos
15392465,2511203,6452089,990776,10591639,nachos
15594478,3774139,1070219,8440286,794434,nachos
2891814,15066857,4414111,11111829,6901840,nachos
15324874,5467276,2039604,9934745,4147038,nachos
6271203,10801125,1457511,3108808,13559022,nachos
263945,4094637,2504538,9212569,10272473,nachos
11787750,3026291,4219833,6797282,2033723,nachos
134163,4558761,1065328,730679,2518417,nachos
15194814,3479831,10069158,4607087,5601454,nachos
5205611,67333,2705997,7378064,600113,nachos
1848941,8625334,660273,6717078,4743547,nachos
1938666,928349,14610164,1794482,6923741,nachos
1590637,12837096,6663104,3963795,988966,nachos
8158593,790554,3752264,10198436,6514795,nachos
595514,4494539,3042723,6011888,1455231,nachos
396050,9748423,2177110,15397877,5734540,nachos
2446481,463654,3377370,15399933,1388378,nachos
3563927,2242392,11654126,921886,6132673,nachos
2115777,4303091,8818847,11264242,991000,nachos
658719,15328468,3636403,4599053,1788049,nachos
855848,5346039,9547474,2702542,4874879,nachos
13551559,1383734,6850469,2771570,8199951,nachos
1659764,5932181,992299,4277569,11322824,nachos
3294027,461836,15200496,3963031,10203575,nachos
12966367,4752260,1035764,1522803,2172461,nachos
1290995,667515,9688561,1140420,6594777,nachos
3834514,510439,629180,7976637,1267568,nachos
11583417,3231579,8360851,5534073,1452080,nachos
198153,10399150,3516608,15725810,1921137,nachos
3554646,8289187,1577754,12238304,2776725,nachos
12570590,5416666,3044026,1978723,5860236,nachos
1579819,14270381,5271950,3159142,10131097,nachos
1791852,14213341,794145,7899788,2528444,nachos
1121584,9545653,14081504,1982578,4946327,nachos
6196628,15197921,11974839,1919098,1058634,nachos
2783687,8099759,1782606,2577808,12112355,nachos
14805991,1475522,1390737,8954802,12900313,nachos
4481398,2307658,12096877,1446160,7952964,nachos
6584971,461857,1219543,13295588,1525882,nachos
9474954,2836574,13422515,4879494,1254196,nachos
1788785,5622250,131845,6131367,13292507,nachos
3362466,1116203,15065822,9279664,3288152,nachos
3758201,1519695,9745851,5538715,528409,nachos
1121836,8369596,3308686,16186363,2706777,nachos
1382415,8359587,3096399,14207401,5400967,nachos
12044498,5723429,6788541,2763801,3891848,nachos
6329807,1388155,11260658,396588,3369134,nachos
15003113,133124,2258828,799288,9679278,nachos
2260665,464722,3714272,8903151,1590406,nachos
2242415,14740201,921886,5143466,9353168,nachos
331031,3492242,12503015,1780828,6192064,nachos
272476,4232660,944052,7723257,477326,nachos
2567230,8630738,13884127,3895723,7104880,nachos
4478832,9346226,2570069,5862543,989738,nachos
13424858,2768472,1646379,7831436,5982523,nachos
133134,4624850,795990,12575990,2449051,nachos
5209218,15198944,2051163,711160,8504515,nachos
723218,5955824,3892341,1911864,4366269,nachos
9412256,2244448,14081495,925493,4813712,nachos
5270920,14674158,2413039,921881,10467017,nachos
3625332,9278386,1384003,4037064,14936039,nachos
10534625,1586285,5147593,3104930,1119028,nachos
4281726,12702695,395279,6982839,1846093,nachos
5667985,13551554,1322036,9479080,2902644,nachos
1317150,12441831,2514071,8486018,5085390,nachos
1878220,135992,555950,6275038,276342,nachos
5417436,135254,2519465,12838127,475269,nachos
9553360,3223911,5733799,2033946,11635744,nachos
2580354,7708586,333496,12901854,532797,nachos
1641490,6254500,12745614,4602207,15972023,nachos
1382169,7628636,2137561,807557,11910588,nachos
14804442,3046566,792869,8102833,3296608,nachos
9543341,3493231,15526887,6254983,1584205,nachos
1919377,526619,2384820,5936583,926823,nachos
5991138,5975585,10536178,6047356,196609,nachos
1072289,1686256,7914973,1084625,468311,nachos
2044258,9685486,856872,2906272,4228818,nachos
5805280,1189986,9420782,3760842,2311317,nachos
2250369,11775388,1385792,7630949,5999785,nachos
12572638,1517645,5282767,3037581,7767706,nachos
10657945,3226944,15001056,5531759,6857916,nachos
13358030,6119807,9532255,4536132,10066849,nachos
997994,13431033,1669318,4498395,1594527,nachos
1069691,1548246,332316,14214881,8164250,nachos
1514272,6268087,14938350,4480613,1581200,nachos
1778979,1918591,4944524,7184053,2456516,nachos
2822690,7691093,3370434,9220031,2240894,nachos
12438470,2242900,594212,10328984,4680062,nachos
466013,332348,1729431,264477,997492,nachos
11452616,3098474,8099244,2109250,5402508,nachos
1152182,729898,9033172,875379,1688549,nachos
7582183,4217481,14412281,5605314,2501960,nachos
6205108,1662045,533283,2066850,10798788,nachos
1059909,14213597,5464667,941717,9411998,nachos
12166814,4222344,1388895,10144205,7511208,nachos
2183057,11790578,526349,3716064,9150130,nachos
397635,4369377,2256064,15399164,800408,nachos
7324383,868767,2594511,13231082,332627,nachos
12170177,1838870,4689839,8751771,2511727,nachos
4541575,5073853,11982578,5478112,4134941,nachos
2365225,9804987,8933970,14738155,2572943,nachos
2925287,675254,8371691,337808,1210834,nachos
8822958,1646892,1724787,13225164,2917293,nachos
5156823,203585,10280177,1467827,536450,nachos
5994118,8037039,3426656,11714999,4402461,nachos
5079457,8498121,3625585,1319239,13164010,nachos
536897,1086909,876154,11919074,907508,nachos
932742,10339305,1606864,3059438,9215652,nachos
920850,7053243,14142150,2716832,2901596,nachos
7375255,2237995,14670023,8962778,4280673,nachos
198170,3888771,2307935,596033,11445746,nachos
1187911,7774652,5857388,13753570,2515354,nachos
15983064,4941208,1979221,7641038,10982291,nachos
13291997,2182536,3836110,1450546,9081244,nachos
5205369,2505546,12433586,9475734,986895,nachos
8810133,13223895,3315158,2112925,2763329,nachos
14214902,2039876,6588852,3299735,9810127,nachos
1514019,8955831,4943502,3424077,12114400,nachos
924204,4093316,12969186,2179677,7579310,nachos
2451852,13225427,527642,3774917,10592934,nachos
1456226,13164523,3564181,528940,7508917,nachos
463385,8168354,1520709,4548975,13490127,nachos
2303290,3706823,11254727,4086152,7251146,nachos
998238,13624034,396563,3259610,2191265,nachos
10665139,5786192,15789002,2892326,8485508,nachos
8434123,3842746,13034485,1266330,204595,nachos
5407149,1186357,1914739,9020606,2907547,nachos
3882356,15126227,6454722,10713735,1842232,nachos
535413,2195650,398145,4040415,1004191,nachos
3227270,13741226,2843089,2761530,7961760,nachos
3820390,13819101,2105905,10265510,6911620,nachos
3513563,2514333,14678009,1980982,7456494,nachos
1651558,13033199,724249,7971529,3631018,nachos
2302251,9457206,15914932,4674923,10782591,nachos
2578546,266780,8164760,5600639,1455947,nachos
11968889,2304052,14408656,4413299,7837100,nachos
5074568,3495537,529436,2111306,8950930,nachos
2036336,16053241,7954645,4269741,921129,nachos
2960568,1915247,13752272,1054243,4425136,nachos
8564690,1917822,4097985,8093051,13687005,nachos
11712165,2573387,792350,2516092,6782843,nachos
14870750,2182521,2696746,8895681,4294571,nachos
4225166,529960,7582146,1917790,11722473,nachos
3031917,9616850,1842988,14543598,4815278,nachos
13554387,1515323,3362180,9613249,6588070,nachos
1191756,6644586,2450074,8689062,12768735,nachos
13681846,1978944,2251379,5927029,9344402,nachos
526100,3826055,1845613,1250868,3747917,nachos
2850712,13622481,1852777,7120300,991546,nachos
1778989,4960225,2385296,11918306,7758427,nachos
14932437,4218496,10928581,657931,6856365,nachos
6124428,14539990,922920,10462889,2835302,nachos
6725289,1065067,2454678,10207682,135723,nachos
2565181,14932704,6707567,7380694,3036070,nachos
1779497,9743541,3496559,14277339,5147295,nachos
13560807,790292,6653071,9748158,3161700,nachos
1711653,11117713,5791327,6784138,4209978,nachos
793907,4814485,132359,1851760,7447486,nachos
1648721,988208,2902643,6454940,656911,nachos
